word_freq_make;word_freq_address;word_freq_all;word_freq_3d;word_freq_our;word_freq_over;word_freq_remove;word_freq_internet;word_freq_order;word_freq_mail;word_freq_receive;word_freq_will;word_freq_people;word_freq_report;word_freq_addresses;word_freq_free;word_freq_business;word_freq_email;word_freq_you;word_freq_credit;word_freq_your;word_freq_font;word_freq_000;word_freq_money;word_freq_hp;word_freq_hpl;word_freq_george;word_freq_650;word_freq_lab;word_freq_labs;word_freq_telnet;word_freq_857;word_freq_data;word_freq_415;word_freq_85;word_freq_technology;word_freq_1999;word_freq_parts;word_freq_pm;word_freq_direct;word_freq_cs;word_freq_meeting;word_freq_original;word_freq_project;word_freq_re;word_freq_edu;word_freq_table;word_freq_conference;char_freq_%3B;char_freq_%28;char_freq_%5B;char_freq_%21;char_freq_%24;char_freq_%23;capital_run_length_average;capital_run_length_longest;capital_run_length_total;Spam
0.0;0.0;0.0;0.0;0.0;1.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.392;0.0;3.333;0.0;0.0;2.551;12;74;1
0.0;0.34;1.02;0.0;0.68;0.34;0.34;0.0;0.0;0.0;0.0;0.34;0.0;0.0;0.0;2.04;0.0;0.34;4.76;0.0;2.38;0.0;0.0;0.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.161;0.0;0.215;0.0;3.8789999999999996;6.978;56;328;1
0.07;0.0;1.0;0.0;0.3;0.46;0.07;0.23;0.23;0.0;0.3;1.31;0.15;0.0;0.07;1.39;0.15;0.85;2.24;0.0;0.77;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024;0.183;0.0;0.0;0.183;0.0;3.2110000000000003;84;700;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38;0.0;0.38;2.31;0.0;0.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38;0.0;0.0;0.0;0.0;0.21600000000000003;0.0;0.162;0.0;0.054000000000000006;5.07;70;289;0
0.0;0.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.06;0.0;0.0;0.0;0.0;0.0;2.06;1.37;1.37;0.68;0.68;0.68;0.68;0.68;0.0;0.68;0.68;0.68;0.68;0.0;0.0;0.68;0.0;0.0;0.68;0.0;0.68;0.68;0.0;0.0;0.0;0.21600000000000003;0.10800000000000001;0.21600000000000003;0.0;0.10800000000000001;2.7539999999999996;25;157;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;6;66;0
0.65;0.49;0.32;0.0;0.32;0.16;0.0;0.49;0.65;0.49;0.16;1.3;0.0;0.0;0.16;1.14;1.3;0.16;3.6;0.49;1.8;0.0;0.0;0.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16;0.0;0.0;0.0;0.231;0.0;0.925;0.231;2.29;5.832999999999999;47;595;1
0.45;0.0;0.67;0.0;0.22;0.67;0.0;0.67;0.22;0.22;0.22;1.35;0.0;0.0;0.0;0.45;1.35;0.22;1.57;1.57;3.37;0.0;0.22;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.111;0.0;1.599;0.14800000000000002;0.0;4.947;102;564;1
0.0;0.0;0.0;0.0;0.09;0.0;0.0;0.0;0.0;0.09;0.0;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.37;0.0;0.0;0.0;0.0;0.0;2.43;1.21;0.28;0.09;0.09;0.18;0.09;0.09;1.12;0.09;0.09;0.18;1.12;0.0;0.0;0.09;0.56;0.0;0.18;0.0;0.09;2.24;0.0;0.09;0.12300000000000001;0.479;0.095;0.013000000000000001;0.0;0.0;3.625;51;1131;0
0.09;0.49;0.59;0.0;0.39;0.19;0.0;0.0;0.09;0.39;0.0;1.59;0.19;0.0;0.0;0.0;0.09;0.0;3.79;0.0;1.09;0.0;0.0;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.778;0.037000000000000005;0.0;5.9239999999999995;1.33;0.0;5.8;54;725;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.285;2;9;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.66;0.0;0.0;0.0;0.0;0.0;0.0;1.66;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.125;15;50;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1;2;11;1
0.25;0.0;0.51;0.0;0.25;1.28;0.0;0.0;0.77;0.51;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.51;1.79;0.0;0.77;0.0;2.05;0.0;0.51;0.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.086;0.0;0.26;0.17300000000000001;0.0;3.298;16;287;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.45;0.0;3.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.125;2;9;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6310000000000002;0.0;0.0;1.666;5;15;1
0.09;0.0;0.54;0.0;0.0;0.09;0.0;0.0;0.09;0.0;0.0;0.09;0.09;0.0;0.0;0.09;0.0;0.0;0.09;0.0;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09;0.0;0.0;0.0;0.017;0.0;0.034;0.0;0.0;1.429;47;306;0
0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;1.66;0.1;0.31;0.0;0.0;0.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.07;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11699999999999999;0.0;0.0;0.043;0.0;2.272;24;525;0
0.1;0.1;0.71;0.0;0.61;0.3;0.4;0.1;1.42;0.81;0.1;0.5;0.0;0.0;0.0;0.1;0.0;1.11;2.23;0.5;2.03;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.264;0.976;0.397;0.033;3.1860000000000004;56;1042;1
0.0;0.57;0.57;0.0;0.14;0.14;0.0;0.0;0.14;0.0;0.0;0.43;0.14;0.0;0.0;0.0;0.14;0.0;3.31;0.0;1.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.156;0.0;0.0;1.3940000000000001;6;159;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.28;0.0;0.0;0.0;0.0;1.3630000000000002;5;30;0
0.0;0.0;0.83;0.0;0.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41;0.0;0.0;0.0;0.0;0.0;3.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.25;0.0;0.0;0.0;0.0;0.41;0.0;0.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41;0.0;0.0;0.0;0.0;0.065;0.0;0.195;0.0;0.0;1.444;22;91;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.43;0.0;2.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.43;0.0;0.0;0.0;0.0;0.0;0.0;5.3;40;53;0
0.06;0.0;0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.0;0.06;0.06;0.0;0.0;0.0;0.0;0.06;2.79;0.0;1.1;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.0;0.0;0.06;0.19;0.0;0.0;0.317;0.035;0.0;0.09300000000000001;0.0;0.0;1.11;9;261;0
0.0;0.0;0.3;0.0;0.3;0.9;0.0;0.3;0.0;0.0;0.0;0.3;0.3;0.0;0.0;0.3;0.3;0.3;2.11;0.0;3.02;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.21;0.0;0.0;0.21;0.052000000000000005;1.7380000000000002;11;186;1
0.1;0.0;0.1;0.0;0.4;0.1;0.1;0.0;0.2;0.2;0.4;0.5;0.0;0.6;0.0;0.91;0.2;0.0;1.72;4.26;1.72;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.096;0.0;0.35200000000000004;0.16;0.0;6.917999999999999;494;1439;1
0.0;0.32;0.96;0.0;0.0;0.0;0.0;0.0;0.0;0.64;0.0;1.28;0.0;0.0;0.0;0.0;0.0;0.0;3.52;0.0;1.6;0.0;0.0;0.0;0.96;1.6;0.0;0.0;0.0;0.64;0.0;0.0;0.0;0.0;0.0;0.0;0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.064;0.0;0.128;0.0;0.0;1.653;5;86;0
0.36;0.36;0.0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;1.44;0.0;0.0;0.0;0.0;0.72;0.0;0.36;0.0;1.08;0.0;0.0;0.0;1.8;0.0;0.0;0.0;0.72;0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.636;12;54;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.06;0.0;0.0;0.0;0.0;0.207;0.0;0.207;0.207;0.0;3.761;25;79;1
0.0;0.0;0.0;0.0;0.0;0.0;1.47;0.0;0.0;1.47;0.0;1.47;0.0;0.0;0.0;0.0;0.0;0.0;5.88;0.0;1.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;1.214;3;17;1
0.49;0.0;0.49;0.0;0.49;0.0;0.0;0.0;0.0;0.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;0.49;0.0;0.0;0.0;0.0;0.0;0.091;0.0;0.0;1.214;5;51;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.23;0.0;2.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7959999999999999;0.0;0.0;0.0;0.0;2.142;8;60;0
1.04;0.0;0.69;0.0;1.04;0.0;0.69;0.0;0.0;0.69;0.0;0.69;0.0;0.0;0.34;0.69;0.0;0.0;5.9;0.0;1.38;0.0;0.34;0.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34;0.0;0.0;0.0;0.0;0.0;0.0;0.379;0.063;0.0;2.042;12;96;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6660000000000004;7;24;0
0.22;0.0;0.0;0.0;0.0;0.22;0.22;0.0;0.0;0.22;0.0;0.22;0.0;0.0;0.0;0.22;0.0;0.0;2.03;0.0;0.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.271;0.0;0.647;0.0;0.0;1.869;21;215;1
0.0;0.0;0.0;0.0;2.29;0.0;0.0;0.0;0.0;0.0;0.0;1.14;0.0;0.0;0.0;4.59;0.0;0.0;3.44;0.0;1.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.14;0.0;0.0;0.0;0.0;0.6459999999999999;0.0;1.939;0.0;0.0;8.461;30;110;1
0.0;0.0;1.16;0.0;3.48;0.0;0.0;0.58;0.58;0.0;0.0;0.58;0.0;0.0;0.0;1.74;0.0;0.0;1.16;0.0;3.48;0.0;0.0;0.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08199999999999999;0.0;0.165;0.08199999999999999;0.0;2.17;12;102;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.333;8;10;0
0.06;0.65;0.71;0.0;0.39;0.65;0.52;0.19;1.04;0.52;0.06;0.39;0.32;0.0;1.17;0.13;0.06;1.1;1.3;0.0;1.04;0.0;0.52;0.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.0;0.0;0.0;0.0;0.0;0.06;0.0;0.0;0.0;0.085;0.0;0.287;0.106;0.0;4.742;117;1342;1
0.05;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.05;0.48;0.0;0.0;0.05;0.21;0.1;0.0;1.62;0.05;1.08;0.0;0.21;0.05;2.05;0.48;0.05;0.16;0.0;0.16;0.27;0.0;0.0;0.0;0.21;0.0;0.27;0.0;0.16;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.1;0.0;0.289;0.015;0.062;0.046;0.0;2.0069999999999997;32;1026;0
